7.786128101874706386e-04,2.388256316191272599e-01,-2.474853582229836202e-01
2.910641466246634002e-01,-1.417572121153352349e-01,-1.478068002695538952e-01
-4.085950289579554778e-02,2.315463021465409554e-02,1.708410467085837506e-02
2.401942063654288750e-02,-3.977100177086896615e-02,1.678957161603996523e-02
2.294623252526439838e-02,2.131972988864596144e-02,-4.610714123140760567e-02
7.840976260000215303e-03,5.994000054710900936e-03,-1.345921906625521282e-02
6.057122131564528222e-03,-7.708591111598803863e-04,-4.085370776084624143e-03
-1.339578418395174966e-03,3.251388694206612138e-04,7.338782063082952998e-04
-9.021809070612815933e-04,-7.581765498393831706e-04,1.564385314508609428e-03
9.651399219807073326e-04,7.946768135713815073e-04,-1.768994952278676131e-03
-4.810388276428526413e-03,2.794651012472530813e-03,1.374945992305113109e-03
4.460916303418032986e-04,-6.720125859963680098e-04,1.882860643866981413e-04
-1.608325540112396073e-03,2.807344863291841037e-04,1.013079026070281413e-03
-3.009260497572788890e-05,-5.480277135705142848e-05,3.258869554425680021e-05
-3.696483526526444542e-05,7.862435301291403748e-05,-3.434305595784120462e-05
2.322951074808283665e-04,-1.290177054526426062e-04,-7.252802730796996627e-05
-1.242062524467969970e-04,-3.263641987852388744e-05,1.222068801313839809e-04
-6.341661385788450404e-05,7.619711562156897570e-05,-3.697183603436591810e-05
-2.880655159685699537e-04,-1.305181110404220147e-04,3.702055544888286287e-04
-6.679748129847793759e-05,5.361010800392146316e-05,-4.242851415875615342e-05
9.465196430933353611e-04,1.035692116517298970e-02,-1.081416904907955140e-02
4.179537119491962861e-03,-2.181209552511387262e-03,-1.979994703858021024e-03
-6.613056494384055581e-04,3.534925179361464009e-04,2.974758228579634694e-04
1.331049014937167173e-04,-1.419526896601328286e-03,1.236839335119150306e-03
3.674561822671546570e-04,1.170502003952957667e-03,-1.496106626498202360e-03
1.836783789455390635e-06,3.312447454402652272e-03,-3.230285202697101565e-03
3.421237931005185042e-05,-5.605681568514844955e-04,5.168193982876791636e-04
-5.011477206448811898e-04,4.382180512117476090e-04,5.961488774570830655e-05
5.518126749557159330e-04,-1.113092036174772638e-04,-4.362397392378662285e-04
-1.072541691913821027e-05,1.049043591783825358e-04,-9.247449832861987418e-05
8.229095741056100075e-05,-6.221141083532030379e-05,-1.757076076498344925e-05
-8.451653739440652369e-05,2.569384732529410932e-05,5.812109334481075062e-05
-4.564921040423365064e-05,2.132094475723832466e-04,-1.617913593800043761e-04
-1.047318198465144015e-05,-1.448806325056527342e-04,1.519949701818471000e-04
8.180683273299387090e-05,1.465815336971268412e-04,-2.252395397737967479e-04
1.232866136241990949e-02,-4.792337018643470260e-03,-7.403056096236797917e-03
-1.700318654048782940e-03,7.029907187678726029e-04,9.791828485201097432e-04
9.724104436608839051e-04,-7.707610195943542580e-04,-2.046063840032680118e-04
9.610986726023822840e-04,6.377367519827642733e-05,-1.016211389470934390e-03
2.506804038154989214e-04,-1.076054901247758993e-04,-1.385045065227892753e-04
-1.248262524915762315e-04,1.196844075906262634e-04,7.047799231074423658e-06
-1.136096827498602857e-04,-2.228051325152853444e-05,1.368530690434551021e-04
1.509325175550969215e-04,-1.050161223746595446e-04,-4.389109045661079280e-05
2.331568712133971484e-05,5.887437209899367232e-06,-2.868944381737400501e-05
1.620441275774251550e-04,-2.260529349308302132e-05,-1.382269427382682022e-04
-3.895051061443738133e-05,1.815197970847971001e-05,1.883006153397753663e-05
1.753139064928933697e-05,-1.924866005512076200e-05,5.928745544555348386e-07
1.423884258240824662e-05,7.563350933226411135e-06,-2.265313345776343051e-05
-2.038123286212427051e-05,1.506121916360383036e-05,4.214884809052528253e-06
5.431659175379351381e-07,-4.206995987526369216e-07,-4.000186540564889902e-07
-2.075836899846843521e-05,6.053879944588123621e-06,1.435272521356797086e-05
1.881012375478070952e-05,-3.522831453955838933e-05,1.524861591610688426e-05
6.736331947401708067e-06,1.919671992433751151e-05,-2.595502949016978832e-05
4.114609150083021838e-06,-1.707875785896933443e-05,1.256785139402575240e-05
2.461877151249055879e-05,1.932815869993195825e-05,-4.406461412947946534e-05
6.209828711800184902e-04,1.598685949814446412e-04,-7.908588173264491112e-04
1.940813233795705181e-04,1.436983336160406011e-04,-2.323995093230098695e-04
-3.668735493379297142e-05,-6.568633205471421431e-06,2.441402329173382726e-05
-6.667067953468937963e-05,-7.560855451167953264e-06,7.445463628373688299e-05
8.400924520519889333e-05,4.476623278955747847e-05,-1.271067067423715068e-04
-6.033853348362934682e-06,6.145823138435712945e-05,-4.987775800006321968e-05
8.880871197638016962e-06,-1.385282249949190098e-05,3.008040620869907291e-06
-2.351619701025334946e-05,-1.291044957066681665e-05,2.472481285208820963e-05
2.888910244586565790e-05,1.659838800529393629e-05,-3.439746669159724900e-05
-2.706307950976533770e-06,2.532502181474695551e-06,5.598731482072974777e-07
4.824851657163609957e-06,-5.873808020807333642e-07,-2.216027722421572553e-06
-4.936353496623080557e-06,-1.121287694428035398e-06,3.863923365192782499e-06
7.123712626507937638e-06,-6.879023823830623626e-07,-6.381656584178504869e-06
-8.933203275609651536e-06,-4.286869847791358298e-06,1.280928428929411905e-05
1.179039988754579323e-05,8.023473767448099646e-06,-1.961948409352454013e-05
8.778310146547333511e-05,-3.020051142919265828e-05,-2.011001872021994977e-05
-2.053757057266862078e-05,1.365507701036532633e-05,-2.477522841402717316e-07
5.845495730962866981e-06,-5.042694064536031755e-06,-1.476017185945788423e-06
-1.323405742361225435e-06,1.300272877825454445e-05,-1.041435120706380817e-05
4.146559259793711323e-06,-3.640065300457500713e-06,8.067198355307211958e-07
-2.404540520808786065e-06,1.744398971137445021e-06,8.133957932326901183e-07
6.649058201739544356e-07,-2.155778341953056765e-06,1.094325773451062884e-06
2.895918892947662167e-06,1.293132323653449915e-06,-2.965984430922631607e-06
-3.713523903189667293e-06,-9.720106275708924554e-07,3.373539945202083775e-06
3.646823605324575338e-06,2.531919461853619932e-06,-5.088726749949285520e-06
-8.898309536468294945e-07,9.399043330691649389e-07,-2.792644938514399208e-07
5.010685473869902916e-07,-2.697509474809601149e-07,-2.404748851634779617e-07
-3.137611475170768247e-07,4.062219952490241705e-07,-6.680256018288440373e-09
-7.922826591587358885e-07,3.475315676432191473e-07,2.500208932121071829e-07
5.197666333223763625e-07,1.040342578889162346e-08,-2.772951033481401752e-07
-7.490677282077732516e-07,-1.874030627772535928e-07,6.860706402463568797e-07
-9.016388507280015014e-07,4.652968070208986078e-07,4.290727515873418473e-07
7.758787670181561618e-07,5.038622413507563332e-07,-1.208067997051475864e-06
-1.441364847477105009e-06,-7.455713858262793364e-07,2.120749095656635804e-06
1.469670211715431055e-06,1.322179364856189500e-06,-2.825230132643900156e-06
1.183740860184432926e-04,-2.031245221960195548e-04,4.499335177164701615e-05
1.589704765413231573e-05,-1.006245828920230578e-06,-1.180820380361087530e-05
1.575894249749837164e-05,-2.608840115667391077e-05,-6.081128338887184200e-07
4.190120526913819845e-05,-3.711719098108230485e-05,-7.136848457416546160e-06
-6.388399802591229447e-06,3.486759435173397528e-06,2.844482381386506612e-06
1.020399671473608920e-06,-1.510842699577091585e-07,6.222030071851016354e-07
-4.731403303957981498e-06,3.781469056097980651e-06,7.858398532862858044e-07
1.373170012679688351e-06,-3.334991586989176104e-06,1.096379330988100335e-06
3.672837432828372871e-06,-5.150696438278484608e-06,3.857828819226731212e-07
2.861798790133399558e-06,-1.770818013138855874e-06,-1.847113754858380846e-06
1.326431227999813978e-06,-8.478190444803926223e-07,-5.257677514496293580e-07
-7.030511108675120752e-07,5.621275057513803955e-07,-7.144026755938540122e-08
4.245432328720757275e-07,-4.362211764852595660e-07,1.075081360622022111e-07
8.437485748343394011e-08,7.795455495123545229e-08,-7.408765113484268147e-08
-6.506786920583378793e-07,5.946379292106001719e-07,1.884129076945057007e-07
-4.177220976632097456e-07,2.482827304078180419e-08,4.266782153905451238e-07
-3.210124859369426907e-07,-5.492250193908636570e-07,6.206240642615261670e-07
5.191964108928319567e-07,-3.791776926873001921e-07,-1.275520165455730823e-07
-4.643342947850284829e-07,-5.389496928086649882e-07,7.278726443589102280e-07
4.208708156219570507e-07,1.621111369559778140e-08,-4.811642781362333472e-07
-2.341231456463448567e-07,1.470511176437470105e-07,5.836248053728375600e-08
1.697268852060032847e-07,-1.765422139786479957e-07,-5.878882447353323780e-09
-7.208087199003643840e-08,7.938892305978773685e-08,-7.277148764625960611e-08
-8.266171560240141580e-08,1.031965264082134424e-08,1.569306037905316277e-08
5.902383589351269241e-08,-6.062513596380304515e-08,-5.528845080641068607e-08
-3.648628406879656967e-08,4.665482654441502871e-08,-4.574465225721359015e-08
7.291428976258228319e-08,-5.438885203864433369e-08,-3.426817806534437329e-08
-1.490909646683415498e-07,7.013764142488956416e-08,2.315814419157815418e-08
-1.743772358848998521e-08,6.221389810770695365e-08,-4.104786334806513188e-08
-2.121946769268818345e-07,2.289023824598783241e-08,1.358639813081527720e-07
6.628989192171152268e-08,-1.888852428824772176e-07,5.807329264090988868e-08
-1.490814928675193867e-07,-8.975331491925882189e-08,1.662602424361207066e-07
3.320939587625417438e-08,6.445001505076813687e-08,-1.454114113353034048e-07
-3.378383101785800856e-07,-1.345516762345325063e-07,4.090003212810844121e-07
9.808848537784513574e-09,1.909000726679965645e-07,-2.786596412454385993e-07
